25 ,39.676070,389857,5759.312
27 ,38.627620,279985,3897.703
29 ,37.608678,207776,2964.344
31 ,36.541713,150168,2773.125
33 ,35.548235,110273,2508.875
35 ,34.551735,80530,1963.266
37 ,33.661701,59989,1456.406
39 ,32.792502,45550,1303.312
41 ,31.877286,34015,1378.797
43 ,31.005754,25625,1193.000
45 ,30.113263,19143,850.875
47 ,29.245768,14547,761.625
