29 ,40.456914,1109321,326.391
31 ,39.204805,921699,292.469
33 ,37.893358,749927,283.891
35 ,36.609209,627113,274.547
37 ,35.284913,517330,274.500
39 ,33.920775,423023,266.391
41 ,32.582715,345822,258.391
43 ,31.338052,280295,258.094
45 ,30.095065,219474,258.578
47 ,28.862266,167736,250.375
49 ,27.809599,130715,251.734
