29 ,36.769196,1881035,362.047
31 ,35.381869,1411371,321.312
33 ,34.104494,1028272,302.547
35 ,33.020452,763080,286.234
37 ,32.065496,576789,278.078
39 ,31.145587,438297,268.656
41 ,30.215051,332114,257.438
43 ,29.309261,251346,258.969
45 ,28.416754,185345,255.344
47 ,27.565704,137207,247.844
49 ,26.783048,103889,247.188
