25 ,39.218106,445333,696.719,1.516
27 ,38.086378,316320,661.594,1.609
29 ,36.997245,228284,717.938,1.562
31 ,35.962628,165211,650.953,1.625
33 ,34.976299,121283,597.203,1.547
35 ,34.037398,90758,1426.078,1.578
37 ,33.070819,67902,1072.094,1.625
39 ,32.076737,50186,859.703,1.500
41 ,31.073670,37054,870.859,2.203
43 ,30.090908,27088,760.938,1.453
45 ,29.172692,19707,761.812,1.562
47 ,28.236146,14262,749.219,1.422
