25 ,43.578848,4616,18.125
27 ,42.395326,3789,24.984
29 ,41.231278,3164,36.781
31 ,40.010346,2610,22.844
33 ,38.805383,2171,17.766
35 ,37.522388,1792,17.078
37 ,36.321439,1502,12.688
39 ,35.157117,1270,11.547
41 ,33.801795,1054,9.422
43 ,32.296437,853,7.125
45 ,31.043471,692,6.219
47 ,29.793393,568,4.719
