25 ,40.235846,22128,76.531
27 ,38.472819,19198,54.750
29 ,36.681179,16396,43.203
31 ,34.854574,13768,38.469
33 ,33.052430,11389,36.000
35 ,31.355367,9429,34.578
37 ,29.713646,7609,31.062
39 ,27.984119,5937,25.672
41 ,26.451711,4546,17.422
43 ,24.937028,3338,18.859
45 ,23.641564,2420,13.641
47 ,22.309837,1647,9.891
