25 ,39.478479,14968,69.844
27 ,37.811916,12287,50.250
29 ,36.122274,9706,44.984
31 ,34.468764,7379,36.797
33 ,33.065904,5641,32.500
35 ,31.731256,4167,29.922
37 ,30.505677,3032,24.141
39 ,29.384693,2219,17.938
41 ,28.327540,1558,14.875
43 ,27.308033,1086,11.234
45 ,26.359210,750,7.203
47 ,25.552795,505,5.281
