21 ,34.509056,385031,259.459,1.284
23 ,34.429759,311806,32166.716,1.317
25 ,34.326946,260993,284.644,1.858
27 ,34.205383,210681,318.553,1.453
29 ,33.972950,170574,573.247,1.007
31 ,33.731433,145297,236.739,1.139
33 ,33.340586,120907,274.247,1.205
35 ,32.854058,103517,299.137,1.146
37 ,32.418477,92717,308.463,1.543
39 ,31.995976,86270,344.681,1.508
41 ,31.695868,85001,330.350,1.076
