29 ,35.993154,4465367,105.087
31 ,34.494557,3812689,95.663
33 ,32.686865,3035337,95.950
35 ,30.882876,2403269,87.955
37 ,29.414310,1938585,76.294
39 ,27.738447,1451105,54.705
41 ,26.057862,1027650,48.602
43 ,24.809326,747113,67.093
45 ,23.583276,494662,69.611
47 ,22.675469,342261,70.600
49 ,22.076619,251051,44.493
