29 ,36.324057,2156032,83.369
31 ,35.121312,1709721,76.556
33 ,33.906602,1253854,73.772
35 ,32.750677,917072,74.752
37 ,31.898247,712876,73.132
39 ,30.950759,533058,57.618
41 ,29.950977,397538,57.425
43 ,29.158297,317474,57.274
45 ,28.250108,238932,66.358
47 ,27.292486,187919,63.760
49 ,26.558561,153274,56.054
